Vds	Id(M1)
Step Information: Vgs=2  (Step: 1/6)
1.530000000000000e+01	8.592861e-02
1.540000000000000e+01	8.596221e-02
1.550000000000000e+01	8.599580e-02
1.560000000000000e+01	8.602940e-02
1.570000000000000e+01	8.606298e-02
1.580000000000000e+01	8.609658e-02
1.590000000000000e+01	8.613016e-02
1.600000000000000e+01	8.616376e-02
1.610000000000000e+01	8.619735e-02
1.620000000000000e+01	8.623093e-02
1.630000000000000e+01	8.626452e-02
1.640000000000000e+01	8.629811e-02
1.650000000000000e+01	8.633169e-02
1.660000000000000e+01	8.636528e-02
1.670000000000000e+01	8.639886e-02
1.680000000000000e+01	8.643244e-02
1.690000000000000e+01	8.646602e-02
1.700000000000000e+01	8.649960e-02
1.710000000000000e+01	8.653318e-02
1.720000000000000e+01	8.656676e-02
1.730000000000000e+01	8.660034e-02
1.740000000000000e+01	8.663392e-02
1.750000000000000e+01	8.666749e-02
1.760000000000000e+01	8.670107e-02
1.770000000000000e+01	8.673465e-02
1.780000000000000e+01	8.676822e-02
1.790000000000000e+01	8.680180e-02
1.800000000000000e+01	8.683537e-02
1.810000000000000e+01	8.686894e-02
1.820000000000000e+01	8.690251e-02
1.830000000000000e+01	8.693608e-02
1.840000000000000e+01	8.696965e-02
1.850000000000000e+01	8.700322e-02
1.860000000000000e+01	8.703678e-02
1.870000000000000e+01	8.707035e-02
1.880000000000000e+01	8.710392e-02
1.890000000000000e+01	8.713748e-02
1.900000000000000e+01	8.717105e-02
1.910000000000000e+01	8.720461e-02
1.920000000000000e+01	8.723817e-02
1.930000000000000e+01	8.727174e-02
1.940000000000000e+01	8.730529e-02
1.950000000000000e+01	8.733885e-02
1.960000000000000e+01	8.737241e-02
1.970000000000000e+01	8.740597e-02
1.980000000000000e+01	8.743953e-02
1.990000000000000e+01	8.747308e-02
2.000000000000000e+01	8.750664e-02
2.010000000000000e+01	8.754019e-02
2.020000000000000e+01	8.757374e-02
2.030000000000000e+01	8.760730e-02
2.040000000000000e+01	8.764085e-02
2.050000000000000e+01	8.767440e-02
2.060000000000000e+01	8.770795e-02
2.070000000000000e+01	8.774150e-02
2.080000000000000e+01	8.777505e-02
2.090000000000000e+01	8.780860e-02
2.100000000000000e+01	8.784214e-02
2.110000000000000e+01	8.787569e-02
2.120000000000000e+01	8.790924e-02
2.130000000000000e+01	8.794278e-02
2.140000000000000e+01	8.797632e-02
2.150000000000000e+01	8.800987e-02
2.160000000000000e+01	8.804341e-02
2.170000000000000e+01	8.807695e-02
